order_number,order_date,product_code,product_line,quantity_ordered,price_each,sales,country,year,month,quarter,continent,region,customer_id,product_id,customer_name,customer_city,customer_country
10329,2004-11-15,S12_1099,Classic Cars,41,71.47,2930.27,United States,2004,11,4,North America,Americas,1,7,Mihaela Žigić,Gornji Milanovac,Serbia
10341,2004-11-24,S12_1099,Classic Cars,45,79.65,3584.25,Austria,2004,11,4,Europe,Europe,93,7,Charlotte White,Waterloo,Canada
10363,2005-01-06,S12_1099,Classic Cars,33,85.39,2817.87,Finland,2005,1,1,Europe,Europe,93,7,Charlotte White,Waterloo,Canada
10375,2005-02-03,S12_1099,Classic Cars,45,76.0,3420.0,France,2005,2,1,Europe,Europe,34,7,Cathriona Campbell,Birr,Ireland
10389,2005-03-03,S12_1099,Classic Cars,26,99.04,2575.04,Sweden,2005,3,1,Europe,Europe,65,7,Samuel Roberts,Masterton,New Zealand
10419,2005-05-17,S12_1099,Classic Cars,12,100.0,1961.28,Austria,2005,5,2,Europe,Europe,98,7,Evdokija Šakić,Ljubovija,Serbia
10105,2003-02-11,S12_1108,Classic Cars,41,100.0,8690.36,Denmark,2003,2,1,Europe,Europe,23,8,Mikael Latt,Hamina,Finland
10117,2003-04-16,S12_1108,Classic Cars,33,100.0,6034.38,Singapore,2003,4,2,Asia,Asia,65,8,Samuel Roberts,Masterton,New Zealand
10127,2003-06-03,S12_1108,Classic Cars,46,100.0,11279.2,United States,2003,6,2,North America,Americas,14,8,Sofia Sørensen,Beder,Denmark
10142,2003-08-08,S12_1108,Classic Cars,33,100.0,8023.29,United States,2003,8,3,North America,Americas,81,8,Anders Sanne,Hægeland,Norway
10153,2003-09-28,S12_1108,Classic Cars,20,100.0,4904.0,Spain,2003,9,3,Europe,Europe,39,8,Mason Johnson,Nelson,New Zealand
10165,2003-10-22,S12_1108,Classic Cars,44,100.0,8594.52,Singapore,2003,10,4,Asia,Asia,82,8,Parth Mugeraya,Sasaram,India
10176,2003-11-06,S12_1108,Classic Cars,33,100.0,7474.5,Italy,2003,11,4,Europe,Europe,65,8,Samuel Roberts,Masterton,New Zealand
10185,2003-11-14,S12_1108,Classic Cars,21,100.0,3883.74,United States,2003,11,4,North America,Americas,78,8,Patrick Murray,Wollongong,Australia
10196,2003-11-26,S12_1108,Classic Cars,47,100.0,8887.7,United States,2003,11,4,North America,Americas,26,8,Jeff Holt,Salford,United Kingdom
10208,2004-01-02,S12_1108,Classic Cars,46,100.0,8602.92,France,2004,1,1,Europe,Europe,20,8,غزل یاسمی,رشت,Iran
10220,2004-02-12,S12_1108,Classic Cars,32,100.0,7181.44,Ireland,2004,2,1,Europe,Europe,48,8,Fabiola Le Gall,Steffisburg,Switzerland
10231,2004-03-19,S12_1108,Classic Cars,42,100.0,8378.58,Spain,2004,3,1,Europe,Europe,98,8,Evdokija Šakić,Ljubovija,Serbia
10247,2004-05-05,S12_1108,Classic Cars,44,100.0,10606.2,Finland,2004,5,2,Europe,Europe,21,8,Roberto Green,Hervey Bay,Australia
10272,2004-07-20,S12_1108,Classic Cars,35,100.0,5818.4,United States,2004,7,3,North America,Americas,70,8,Roksolana Soyka,Kalinivka,Ukraine
10282,2004-08-20,S12_1108,Classic Cars,41,100.0,7071.27,United States,2004,8,3,North America,Americas,100,8,Bertram Thomsen,V.Skerninge,Denmark
10293,2004-09-09,S12_1108,Classic Cars,46,100.0,8411.56,Italy,2004,9,3,Europe,Europe,68,8,Lukas Picard,Vitry-sur-Seine,France
10306,2004-10-14,S12_1108,Classic Cars,31,100.0,6570.76,United Kingdom,2004,10,4,Europe,Europe,1,8,Mihaela Žigić,Gornji Milanovac,Serbia
10314,2004-10-22,S12_1108,Classic Cars,38,100.0,7975.44,Denmark,2004,10,4,Europe,Europe,77,8,Debra Kim,York,United Kingdom
10325,2004-11-05,S12_1108,Classic Cars,42,64.0,2688.0,Norway,2004,11,4,Europe,Europe,42,8,Flavio Zúñiga,Villa Juárez (La Trozada),Mexico
10336,2004-11-20,S12_1108,Classic Cars,33,57.22,1888.26,France,2004,11,4,Europe,Europe,63,8,Vetle Nazari,Sneltvedt,Norway
10348,2004-11-01,S12_1108,Classic Cars,48,52.36,2513.28,Spain,2004,11,4,Europe,Europe,3,8,María José Cedillo,Guadalupe Distrito Bravos,Mexico
10359,2004-12-15,S12_1108,Classic Cars,42,100.0,4764.48,France,2004,12,4,Europe,Europe,15,8,Milorad Španović,Bačka Palanka,Serbia
10371,2005-01-23,S12_1108,Classic Cars,32,100.0,3560.64,United States,2005,1,1,North America,Americas,47,8,Maximiliano Peralta,Comanjilla,Mexico
10382,2005-02-17,S12_1108,Classic Cars,34,100.0,3823.64,United States,2005,2,1,North America,Americas,40,8,Kriemhild Huppertz,Arnstein,Germany
10395,2005-03-17,S12_1108,Classic Cars,33,69.12,2280.96,France,2005,3,1,Europe,Europe,31,8,Arturo Benítez,Castellón de la Plana,Spain
10413,2005-05-05,S12_1108,Classic Cars,36,100.0,8677.8,United States,2005,5,2,North America,Americas,8,8,Pierre-Alain Bonnet,Bettingen,Switzerland
10103,2003-01-29,S12_1666,Trucks and Buses,27,100.0,3394.98,Norway,2003,1,1,Europe,Europe,31,9,Arturo Benítez,Castellón de la Plana,Spain
10113,2003-03-26,S12_1666,Trucks and Buses,21,100.0,3415.44,United States,2003,3,1,North America,Americas,73,9,Pavlina Dacenko,Popasna,Ukraine
10126,2003-05-28,S12_1666,Trucks and Buses,21,100.0,2439.57,Spain,2003,5,2,Europe,Europe,11,9,Lejla Arnaud,Villars-sur-Glâne,Switzerland
10140,2003-07-24,S12_1666,Trucks and Buses,38,100.0,4829.8,United States,2003,7,3,North America,Americas,11,9,Lejla Arnaud,Villars-sur-Glâne,Switzerland
10150,2003-09-19,S12_1666,Trucks and Buses,30,100.0,4100.1,Singapore,2003,9,3,Asia,Asia,94,9,Eino Jarvela,Närpes,Finland
10164,2003-10-21,S12_1666,Trucks and Buses,49,100.0,6563.06,Austria,2003,10,4,Europe,Europe,63,9,Vetle Nazari,Sneltvedt,Norway
10174,2003-11-06,S12_1666,Trucks and Buses,43,100.0,6817.22,Australia,2003,11,4,Oceania,Oceania,9,9,Charles Ennis,Minto,Canada
10183,2003-11-13,S12_1666,Trucks and Buses,41,100.0,6163.94,United States,2003,11,4,North America,Americas,98,9,Evdokija Šakić,Ljubovija,Serbia
10194,2003-11-25,S12_1666,Trucks and Buses,38,100.0,4933.92,France,2003,11,4,Europe,Europe,69,9,Elijah Williams,Upper Hutt,New Zealand
10206,2003-12-05,S12_1666,Trucks and Buses,28,100.0,4056.36,Canada,2003,12,4,North America,Americas,99,9,Adriane Mendes,Garanhuns,Brazil
10216,2004-02-02,S12_1666,Trucks and Buses,43,100.0,5759.42,France,2004,2,1,Europe,Europe,17,9,Rocío Villa,San Marcos (Mpio. Tonila),Mexico
10229,2004-03-11,S12_1666,Trucks and Buses,25,100.0,3451.0,United States,2004,3,1,North America,Americas,17,9,Rocío Villa,San Marcos (Mpio. Tonila),Mexico
10245,2004-05-04,S12_1666,Trucks and Buses,38,100.0,5920.4,United States,2004,5,2,North America,Americas,85,9,Ildiko Hagel,Hirschhorn (Neckar),Germany
10258,2004-06-15,S12_1666,Trucks and Buses,41,100.0,6668.24,Japan,2004,6,2,Asia,Asia,61,9,Sheryl Fuller,Shannon,Ireland
10270,2004-07-19,S12_1666,Trucks and Buses,28,100.0,4094.72,Australia,2004,7,3,Oceania,Oceania,71,9,Efe Tekelioğlu,Isparta,Turkey
10281,2004-08-19,S12_1666,Trucks and Buses,25,100.0,2938.5,United States,2004,8,3,North America,Americas,22,9,Diana Ray,Kinsale,Ireland
10291,2004-09-08,S12_1666,Trucks and Buses,41,100.0,6387.8,Sweden,2004,9,3,Europe,Europe,34,9,Cathriona Campbell,Birr,Ireland
10304,2004-10-11,S12_1666,Trucks and Buses,39,100.0,6396.0,France,2004,10,4,Europe,Europe,68,9,Lukas Picard,Vitry-sur-Seine,France
10313,2004-10-22,S12_1666,Trucks and Buses,21,100.0,2669.1,Canada,2004,10,4,North America,Americas,78,9,Patrick Murray,Wollongong,Australia
10322,2004-11-04,S12_1666,Trucks and Buses,27,100.0,4784.13,United States,2004,11,4,North America,Americas,55,9,Ralph Meyer,Columbia,United States
10333,2004-11-18,S12_1666,Trucks and Buses,33,99.21,3273.93,United States,2004,11,4,North America,Americas,28,9,Alexis Chan,Cartwright,Canada
10347,2004-11-29,S12_1666,Trucks and Buses,29,100.0,3586.43,Australia,2004,11,4,Oceania,Oceania,70,9,Roksolana Soyka,Kalinivka,Ukraine
10357,2004-12-10,S12_1666,Trucks and Buses,49,100.0,5960.36,United States,2004,12,4,North America,Americas,97,9,Paola Gauthier,Varen,Switzerland
10370,2005-01-20,S12_1666,Trucks and Buses,49,100.0,8470.14,Australia,2005,1,1,Oceania,Oceania,94,9,Eino Jarvela,Närpes,Finland
10381,2005-02-17,S12_1666,Trucks and Buses,20,100.0,2952.0,United States,2005,2,1,North America,Americas,89,9,Nixon Brown,Invercargill,New Zealand
10391,2005-03-09,S12_1666,Trucks and Buses,39,63.2,2464.8,Australia,2005,3,1,Oceania,Oceania,26,9,Jeff Holt,Salford,United Kingdom
10411,2005-05-01,S12_1666,Trucks and Buses,40,100.0,6232.0,Canada,2005,5,2,North America,Americas,92,9,Aatu Makela,Sauvo,Finland
10424,2005-05-31,S12_1666,Trucks and Buses,49,100.0,7969.36,Spain,2005,5,2,Europe,Europe,40,9,Kriemhild Huppertz,Arnstein,Germany
10107,2003-02-24,S12_2823,Motorcycles,21,100.0,3036.6,United States,2003,2,1,North America,Americas,52,10,Enrique Velasco,San Sebastián de Los Reyes,Spain
10121,2003-05-07,S12_2823,Motorcycles,50,100.0,8284.0,France,2003,5,2,Europe,Europe,86,10,Clyde Terry,Laytown-Bettystown-Mornington,Ireland
10134,2003-07-01,S12_2823,Motorcycles,20,100.0,2711.2,France,2003,7,3,Europe,Europe,84,10,Lenice Cardoso,Patos,Brazil
10145,2003-08-25,S12_2823,Motorcycles,49,100.0,8339.8,United States,2003,8,3,North America,Americas,48,10,Fabiola Le Gall,Steffisburg,Switzerland
10159,2003-10-10,S12_2823,Motorcycles,38,100.0,6238.84,United States,2003,10,4,North America,Americas,57,10,Stanislava Zhurmani,Nova Kahovka,Ukraine
10169,2003-11-04,S12_2823,Motorcycles,35,100.0,4639.25,Australia,2003,11,4,Oceania,Oceania,67,10,Lucas Pelletier,New Glasgow,Canada
10180,2003-11-11,S12_2823,Motorcycles,40,100.0,6747.6,France,2003,11,4,Europe,Europe,58,10,Sessa Guevara,La Concordia (Rosita),Mexico
10189,2003-11-18,S12_2823,Motorcycles,28,100.0,4512.48,United States,2003,11,4,North America,Americas,16,10,Amelia Hale,Oxford,United Kingdom
10201,2003-12-01,S12_2823,Motorcycles,25,100.0,4029.0,United States,2003,12,4,North America,Americas,32,10,Dalia Benavídez,Monte Escobedo,Mexico
10211,2004-01-15,S12_2823,Motorcycles,36,100.0,4771.8,France,2004,1,1,Europe,Europe,29,10,Eeli Keto,Posio,Finland
10224,2004-02-21,S12_2823,Motorcycles,43,100.0,6087.94,France,2004,2,1,Europe,Europe,9,10,Charles Ennis,Minto,Canada
10237,2004-04-05,S12_2823,Motorcycles,32,100.0,4193.28,United States,2004,4,2,North America,Americas,44,10,Carl Tucker,Cupertino,United States
10251,2004-05-18,S12_2823,Motorcycles,46,100.0,7552.28,United States,2004,5,2,North America,Americas,3,10,María José Cedillo,Guadalupe Distrito Bravos,Mexico
10263,2004-06-28,S12_2823,Motorcycles,48,100.0,6434.4,United States,2004,6,2,North America,Americas,76,10,José Manuél Palomo,Cuyutlán,Mexico
10276,2004-08-02,S12_2823,Motorcycles,43,100.0,5181.5,United States,2004,8,3,North America,Americas,71,10,Efe Tekelioğlu,Isparta,Turkey
10285,2004-08-27,S12_2823,Motorcycles,49,100.0,6863.92,United States,2004,8,3,North America,Americas,30,10,Odete Silva,Cascavel,Brazil
10299,2004-09-30,S12_2823,Motorcycles,24,100.0,4157.04,Finland,2004,9,3,Europe,Europe,76,10,José Manuél Palomo,Cuyutlán,Mexico
10309,2004-10-15,S12_2823,Motorcycles,26,100.0,4660.24,Norway,2004,10,4,Europe,Europe,29,10,Eeli Keto,Posio,Finland
10319,2004-11-03,S12_2823,Motorcycles,30,100.0,4111.8,United States,2004,11,4,North America,Americas,1,10,Mihaela Žigić,Gornji Milanovac,Serbia
10329,2004-11-15,S12_2823,Motorcycles,24,100.0,3542.64,United States,2004,11,4,North America,Americas,10,10,Joris Bertrand,Mulhouse,France
10341,2004-11-24,S12_2823,Motorcycles,55,100.0,8118.55,Austria,2004,11,4,Europe,Europe,91,10,Claire Gaillard,Nancy,France
10362,2005-01-05,S12_2823,Motorcycles,22,100.0,3877.06,United States,2005,1,1,North America,Americas,81,10,Anders Sanne,Hægeland,Norway
10375,2005-02-03,S12_2823,Motorcycles,49,78.92,3867.08,France,2005,2,1,Europe,Europe,8,10,Pierre-Alain Bonnet,Bettingen,Switzerland
10388,2005-03-03,S12_2823,Motorcycles,44,100.0,5951.44,United States,2005,3,1,North America,Americas,30,10,Odete Silva,Cascavel,Brazil
10403,2005-04-08,S12_2823,Motorcycles,66,100.0,8648.64,United Kingdom,2005,4,2,Europe,Europe,9,10,Charles Ennis,Minto,Canada
10417,2005-05-13,S12_2823,Motorcycles,21,100.0,3447.78,Spain,2005,5,2,Europe,Europe,5,10,Ratimir Vlahović,Medveđa,Serbia
10104,2003-01-31,S12_3148,Classic Cars,34,100.0,5958.5,Spain,2003,1,1,Europe,Europe,43,11,Aada Karvonen,Kemi,Finland
10117,2003-04-16,S12_3148,Classic Cars,43,100.0,5911.64,Singapore,2003,4,2,Asia,Asia,10,11,Joris Bertrand,Mulhouse,France
10127,2003-06-03,S12_3148,Classic Cars,46,100.0,7366.44,United States,2003,6,2,North America,Americas,66,11,Caridad Almonte,José Guadalupe Aguilera,Mexico
10142,2003-08-08,S12_3148,Classic Cars,33,100.0,4985.64,United States,2003,8,3,North America,Americas,31,11,Arturo Benítez,Castellón de la Plana,Spain
10153,2003-09-28,S12_3148,Classic Cars,42,100.0,5393.64,Spain,2003,9,3,Europe,Europe,36,11,Evangelino Lopes,Barbacena,Brazil
10165,2003-10-22,S12_3148,Classic Cars,34,100.0,4880.02,Singapore,2003,10,4,Asia,Asia,86,11,Clyde Terry,Laytown-Bettystown-Mornington,Ireland
10176,2003-11-06,S12_3148,Classic Cars,47,100.0,8378.69,Italy,2003,11,4,Europe,Europe,63,11,Vetle Nazari,Sneltvedt,Norway
10185,2003-11-14,S12_3148,Classic Cars,33,100.0,4038.21,United States,2003,11,4,North America,Americas,28,11,Alexis Chan,Cartwright,Canada
10196,2003-11-26,S12_3148,Classic Cars,24,100.0,3807.12,United States,2003,11,4,North America,Americas,70,11,Roksolana Soyka,Kalinivka,Ukraine
10208,2004-01-02,S12_3148,Classic Cars,26,100.0,3142.36,France,2004,1,1,Europe,Europe,17,11,Rocío Villa,San Marcos (Mpio. Tonila),Mexico
10220,2004-02-12,S12_3148,Classic Cars,30,100.0,4713.6,Ireland,2004,2,1,Europe,Europe,93,11,Charlotte White,Waterloo,Canada
10230,2004-03-15,S12_3148,Classic Cars,43,100.0,7016.31,Germany,2004,3,1,Europe,Europe,74,11,Elias Jørgensen,Aarhus N,Denmark
10247,2004-05-05,S12_3148,Classic Cars,25,100.0,4381.25,Finland,2004,5,2,Europe,Europe,74,11,Elias Jørgensen,Aarhus N,Denmark
10272,2004-07-20,S12_3148,Classic Cars,27,100.0,4283.01,United States,2004,7,3,North America,Americas,61,11,Sheryl Fuller,Shannon,Ireland
10282,2004-08-20,S12_3148,Classic Cars,27,100.0,4364.82,United States,2004,8,3,North America,Americas,32,11,Dalia Benavídez,Monte Escobedo,Mexico
10293,2004-09-09,S12_3148,Classic Cars,24,100.0,4242.24,Italy,2004,9,3,Europe,Europe,61,11,Sheryl Fuller,Shannon,Ireland
10306,2004-10-14,S12_3148,Classic Cars,34,100.0,4982.7,United Kingdom,2004,10,4,Europe,Europe,53,11,Adrian Long,Huntsville,United States
10314,2004-10-22,S12_3148,Classic Cars,46,100.0,6393.54,Denmark,2004,10,4,Europe,Europe,25,11,Selmo Ribeiro,Rio Claro,Brazil
10324,2004-11-05,S12_3148,Classic Cars,27,54.33,1466.91,United States,2004,11,4,North America,Americas,13,11,Morten Grønningsæter,Alta,Norway
10336,2004-11-20,S12_3148,Classic Cars,33,100.0,4059.33,France,2004,11,4,Europe,Europe,13,11,Morten Grønningsæter,Alta,Norway
10348,2004-11-01,S12_3148,Classic Cars,47,100.0,4801.52,Spain,2004,11,4,Europe,Europe,85,11,Ildiko Hagel,Hirschhorn (Neckar),Germany
10358,2004-12-10,S12_3148,Classic Cars,49,55.34,2711.66,Spain,2004,12,4,Europe,Europe,56,11,Prisca Leroy,Wachseldorn,Switzerland
10372,2005-01-26,S12_3148,Classic Cars,40,100.0,5862.0,Japan,2005,1,1,Asia,Asia,46,11,Elaine Gonzalez,Anchorage,United States
10382,2005-02-17,S12_3148,Classic Cars,37,100.0,4071.85,United States,2005,2,1,North America,Americas,55,11,Ralph Meyer,Columbia,United States
10413,2005-05-05,S12_3148,Classic Cars,47,100.0,8236.75,United States,2005,5,2,North America,Americas,53,11,Adrian Long,Huntsville,United States
10108,2003-03-03,S12_3380,Classic Cars,45,100.0,6130.35,Philippines,2003,3,1,Asia,Asia,60,12,Eugenia Tafoya,Nuevo Tantoán,Mexico
10122,2003-05-08,S12_3380,Classic Cars,37,99.82,3693.34,France,2003,5,2,Europe,Europe,94,12,Eino Jarvela,Närpes,Finland
10135,2003-07-02,S12_3380,Classic Cars,48,100.0,6031.68,United States,2003,7,3,North America,Americas,7,12,اميرمحمد صدر,نجف‌آباد,Iran
10147,2003-09-05,S12_3380,Classic Cars,31,100.0,3494.94,United States,2003,9,3,North America,Americas,87,12,Nihal Kumar,Kakinada,India
10160,2003-10-11,S12_3380,Classic Cars,46,100.0,5294.14,United States,2003,10,4,North America,Americas,84,12,Lenice Cardoso,Patos,Brazil
10170,2003-11-04,S12_3380,Classic Cars,47,100.0,5464.69,Austria,2003,11,4,Europe,Europe,83,12,Randall Berry,Australian Capital Territory,Australia
10181,2003-11-12,S12_3380,Classic Cars,28,100.0,2860.76,Norway,2003,11,4,Europe,Europe,13,12,Morten Grønningsæter,Alta,Norway
10191,2003-11-20,S12_3380,Classic Cars,40,100.0,5590.0,Germany,2003,11,4,Europe,Europe,8,12,Pierre-Alain Bonnet,Bettingen,Switzerland
10203,2003-12-02,S12_3380,Classic Cars,20,100.0,2254.8,Spain,2003,12,4,Europe,Europe,52,12,Enrique Velasco,San Sebastián de Los Reyes,Spain
10212,2004-01-16,S12_3380,Classic Cars,39,100.0,4946.76,Spain,2004,1,1,Europe,Europe,94,12,Eino Jarvela,Närpes,Finland
10225,2004-02-22,S12_3380,Classic Cars,25,99.82,2495.5,Switzerland,2004,2,1,Europe,Europe,44,12,Carl Tucker,Cupertino,United States
10238,2004-04-09,S12_3380,Classic Cars,29,100.0,3167.38,Denmark,2004,4,2,Europe,Europe,14,12,Sofia Sørensen,Beder,Denmark
10253,2004-06-01,S12_3380,Classic Cars,22,100.0,2402.84,United Kingdom,2004,6,2,Europe,Europe,32,12,Dalia Benavídez,Monte Escobedo,Mexico
10266,2004-07-06,S12_3380,Classic Cars,22,100.0,2454.54,Italy,2004,7,3,Europe,Europe,25,12,Selmo Ribeiro,Rio Claro,Brazil
10276,2004-08-02,S12_3380,Classic Cars,47,100.0,5464.69,United States,2004,8,3,North America,Americas,25,12,Selmo Ribeiro,Rio Claro,Brazil
10287,2004-08-30,S12_3380,Classic Cars,45,100.0,4756.5,Switzerland,2004,8,3,Europe,Europe,69,12,Elijah Williams,Upper Hutt,New Zealand
10300,2003-10-04,S12_3380,Classic Cars,29,100.0,3984.6,Germany,2003,10,4,Europe,Europe,58,12,Sessa Guevara,La Concordia (Rosita),Mexico
10310,2004-10-16,S12_3380,Classic Cars,24,100.0,3100.32,Germany,2004,10,4,Europe,Europe,18,12,Roope Niemela,Ylitornio,Finland
10320,2004-11-03,S12_3380,Classic Cars,35,100.0,4850.3,Sweden,2004,11,4,Europe,Europe,55,12,Ralph Meyer,Columbia,United States
10329,2004-11-15,S12_3380,Classic Cars,46,83.63,3846.98,United States,2004,11,4,North America,Americas,24,12,Kamila Hadland,Åkrene,Norway
10341,2004-11-24,S12_3380,Classic Cars,44,95.93,4220.92,Austria,2004,11,4,Europe,Europe,36,12,Evangelino Lopes,Barbacena,Brazil
10363,2005-01-06,S12_3380,Classic Cars,34,96.73,3288.82,Finland,2005,1,1,Europe,Europe,60,12,Eugenia Tafoya,Nuevo Tantoán,Mexico
10376,2005-02-08,S12_3380,Classic Cars,35,100.0,3987.2,United States,2005,2,1,North America,Americas,32,12,Dalia Benavídez,Monte Escobedo,Mexico
10389,2005-03-03,S12_3380,Classic Cars,25,72.38,1809.5,Sweden,2005,3,1,Europe,Europe,10,12,Joris Bertrand,Mulhouse,France
10419,2005-05-17,S12_3380,Classic Cars,10,100.0,1092.2,Austria,2005,5,2,Europe,Europe,57,12,Stanislava Zhurmani,Nova Kahovka,Ukraine
10105,2003-02-11,S12_3891,Classic Cars,29,100.0,4566.05,Denmark,2003,2,1,Europe,Europe,71,13,Efe Tekelioğlu,Isparta,Turkey
10117,2003-04-16,S12_3891,Classic Cars,39,100.0,5938.14,Singapore,2003,4,2,Asia,Asia,13,13,Morten Grønningsæter,Alta,Norway
10127,2003-06-03,S12_3891,Classic Cars,42,100.0,8138.76,United States,2003,6,2,North America,Americas,7,13,اميرمحمد صدر,نجف‌آباد,Iran
10142,2003-08-08,S12_3891,Classic Cars,46,100.0,9470.94,United States,2003,8,3,North America,Americas,84,13,Lenice Cardoso,Patos,Brazil
10153,2003-09-28,S12_3891,Classic Cars,49,100.0,7036.89,Spain,2003,9,3,Europe,Europe,70,13,Roksolana Soyka,Kalinivka,Ukraine
10165,2003-10-22,S12_3891,Classic Cars,27,100.0,5559.03,Singapore,2003,10,4,Asia,Asia,2,13,آوا علیزاده,کاشان,Iran
10176,2003-11-06,S12_3891,Classic Cars,50,100.0,7872.5,Italy,2003,11,4,Europe,Europe,12,13,Samuel French,Dorchester,Canada
10185,2003-11-14,S12_3891,Classic Cars,43,100.0,7886.2,United States,2003,11,4,North America,Americas,97,13,Paola Gauthier,Varen,Switzerland
10196,2003-11-26,S12_3891,Classic Cars,38,100.0,7232.16,United States,2003,11,4,North America,Americas,31,13,Arturo Benítez,Castellón de la Plana,Spain
10208,2004-01-02,S12_3891,Classic Cars,20,100.0,3114.4,France,2004,1,1,Europe,Europe,22,13,Diana Ray,Kinsale,Ireland
10220,2004-02-12,S12_3891,Classic Cars,27,100.0,5045.22,Ireland,2004,2,1,Europe,Europe,53,13,Adrian Long,Huntsville,United States
10231,2004-03-19,S12_3891,Classic Cars,49,100.0,6952.12,Spain,2004,3,1,Europe,Europe,63,13,Vetle Nazari,Sneltvedt,Norway
10247,2004-05-05,S12_3891,Classic Cars,27,100.0,4157.73,Finland,2004,5,2,Europe,Europe,62,13,Lucie Berger,Le Mans,France
10272,2004-07-20,S12_3891,Classic Cars,39,100.0,7962.24,United States,2004,7,3,North America,Americas,28,13,Alexis Chan,Cartwright,Canada
10282,2004-08-20,S12_3891,Classic Cars,24,100.0,3778.8,United States,2004,8,3,North America,Americas,52,13,Enrique Velasco,San Sebastián de Los Reyes,Spain
10293,2004-09-09,S12_3891,Classic Cars,45,100.0,8253.0,Italy,2004,9,3,Europe,Europe,8,13,Pierre-Alain Bonnet,Bettingen,Switzerland
10306,2004-10-14,S12_3891,Classic Cars,20,100.0,3633.4,United Kingdom,2004,10,4,Europe,Europe,22,13,Diana Ray,Kinsale,Ireland
10314,2004-10-22,S12_3891,Classic Cars,36,100.0,6913.8,Denmark,2004,10,4,Europe,Europe,49,13,Emily Poulsen,Stoevring,Denmark
10325,2004-11-05,S12_3891,Classic Cars,24,100.0,2583.6,Norway,2004,11,4,Europe,Europe,1,13,Mihaela Žigić,Gornji Milanovac,Serbia
10336,2004-11-20,S12_3891,Classic Cars,49,63.38,3105.62,France,2004,11,4,Europe,Europe,50,13,Julie Sims,Carlisle,United Kingdom
10349,2004-12-01,S12_3891,Classic Cars,26,100.0,4408.56,United States,2004,12,4,North America,Americas,34,13,Cathriona Campbell,Birr,Ireland
